| اسم_الجدول                      | اسم_العمود                    | ترتيب_العمود | نوع_البيانات                | الحد_الأقصى_للطول | دقة_الرقم | عدد_الخانات_العشرية | يقبل_القيم_الفارغة | القيمة_الافتراضية                                     |
| notification_metrics            | delivery_method               | 4            | character varying           | null              | null      | null                | YES                | null                                                  |
| notification_metrics            | status                        | 5            | character varying           | null              | null      | null                | YES                | null                                                  |
| notification_metrics            | sent_at                       | 6            | timestamp without time zone | null              | null      | null                | YES                | null                                                  |
| notification_metrics            | latency_ms                    | 7            | integer                     | null              | 32        | 0                   | YES                | null                                                  |
| notification_metrics            | failure_reason                | 8            | text                        | null              | null      | null                | YES                | null                                                  |
| notification_metrics            | retry_count                   | 9            | integer                     | null              | 32        | 0                   | YES                | 0                                                     |
| notification_metrics            | channel_used                  | 10           | character varying           | null              | null      | null                | YES                | null                                                  |
| notification_metrics            | created_at                    | 11           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| notification_queue              | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| notification_queue              | notification_id               | 2            | character varying           | null              | null      | null                | NO                 | null                                                  |
| notification_queue              | user_id                       | 3            | character varying           | null              | null      | null                | NO                 | null                                                  |
| notification_queue              | channel                       | 4            | text                        | null              | null      | null                | NO                 | null                                                  |
| notification_queue              | status                        | 5            | text                        | null              | null      | null                | YES                | 'pending'::text                                       |
| notification_queue              | attempts                      | 6            | integer                     | null              | 32        | 0                   | YES                | 0                                                     |
| notification_queue              | max_attempts                  | 7            | integer                     | null              | 32        | 0                   | YES                | 3                                                     |
| notification_queue              | next_retry                    | 8            | timestamp without time zone | null              | null      | null                | YES                | null                                                  |
| notification_queue              | sent_at                       | 9            | timestamp without time zone | null              | null      | null                | YES                | null                                                  |
| notification_queue              | error_message                 | 10           | text                        | null              | null      | null                | YES                | null                                                  |
| notification_queue              | created_at                    | 11           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| notification_queue              | last_attempt_at               | 12           | timestamp with time zone    | null              | null      | null                | YES                | null                                                  |
| notification_queue              | retry_count                   | 13           | integer                     | null              | 32        | 0                   | YES                | 0                                                     |
| notification_queue              | channel_metadata              | 14           | jsonb                       | null              | null      | null                | YES                | null                                                  |
| notification_read_states        | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| notification_read_states        | notification_id               | 2            | text                        | null              | null      | null                | NO                 | null                                                  |
| notification_read_states        | user_id                       | 3            | character varying           | null              | null      | null                | YES                | null                                                  |
| notification_read_states        | is_read                       | 4            | boolean                     | null              | null      | null                | NO                 | true                                                  |
| notification_read_states        | read_at                       | 5            | timestamp without time zone | null              | null      | null                | NO                 | CURRENT_TIMESTAMP                                     |
| notification_read_states        | device_info                   | 6            | text                        | null              | null      | null                | YES                | null                                                  |
| notification_read_states        | created_at                    | 7            | timestamp without time zone | null              | null      | null                | NO                 | CURRENT_TIMESTAMP                                     |
| notification_read_states        | action_taken                  | 8            | boolean                     | null              | null      | null                | YES                | false                                                 |
| notification_settings           | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| notification_settings           | user_id                       | 2            | character varying           | null              | null      | null                | NO                 | null                                                  |
| notification_settings           | notification_type             | 3            | text                        | null              | null      | null                | NO                 | null                                                  |
| notification_settings           | push_enabled                  | 4            | boolean                     | null              | null      | null                | YES                | true                                                  |
| notification_settings           | email_enabled                 | 5            | boolean                     | null              | null      | null                | YES                | false                                                 |
| notification_settings           | sms_enabled                   | 6            | boolean                     | null              | null      | null                | YES                | false                                                 |
| notification_settings           | frequency                     | 7            | text                        | null              | null      | null                | YES                | 'immediate'::text                                     |
| notification_settings           | quiet_hours_start             | 8            | time without time zone      | null              | null      | null                | YES                | null                                                  |
| notification_settings           | quiet_hours_end               | 9            | time without time zone      | null              | null      | null                | YES                | null                                                  |
| notification_settings           | created_at                    | 10           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| notification_settings           | updated_at                    | 11           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| notification_templates          | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| notification_templates          | name                          | 2            | text                        | null              | null      | null                | NO                 | null                                                  |
| notification_templates          | type                          | 3            | text                        | null              | null      | null                | NO                 | null                                                  |
| notification_templates          | title_template                | 4            | text                        | null              | null      | null                | NO                 | null                                                  |
| notification_templates          | body_template                 | 5            | text                        | null              | null      | null                | NO                 | null                                                  |
| notification_templates          | default_priority              | 6            | integer                     | null              | 32        | 0                   | YES                | 3                                                     |
| notification_templates          | channel_preference            | 7            | jsonb                       | null              | null      | null                | YES                | '{"sms": false, "push": true, "email": false}'::jsonb |
| notification_templates          | variables                     | 8            | jsonb                       | null              | null      | null                | YES                | null                                                  |
| notification_templates          | is_active                     | 9            | boolean                     | null              | null      | null                | YES                | true                                                  |
| notification_templates          | created_at                    | 10           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| notification_templates          | updated_at                    | 11           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| notifications                   | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| notifications                   | project_id                    | 2            | character varying           | null              | null      | null                | YES                | null                                                  |
| notifications                   | type                          | 3            | text                        | null              | null      | null                | NO                 | null                                                  |
| notifications                   | title                         | 4            | text                        | null              | null      | null                | NO                 | null                                                  |
| notifications                   | body                          | 5            | text                        | null              | null      | null                | NO                 | null                                                  |
| notifications                   | payload                       | 6            | jsonb                       | null              | null      | null                | YES                | null                                                  |
| notifications                   | priority                      | 7            | integer                     | null              | 32        | 0                   | NO                 | 3                                                     |
| notifications                   | recipients                    | 8            | jsonb                       | null              | null      | null                | YES                | null                                                  |
| notifications                   | channel_preference            | 9            | jsonb                       | null              | null      | null                | YES                | '{"sms": false, "push": true, "email": false}'::jsonb |
| notifications                   | created_by                    | 10           | character varying           | null              | null      | null                | YES                | null                                                  |
| notifications                   | scheduled_at                  | 11           | timestamp without time zone | null              | null      | null                | YES                | null                                                  |
| notifications                   | delivered_to                  | 12           | jsonb                       | null              | null      | null                | YES                | null                                                  |
| notifications                   | read_by                       | 13           | jsonb                       | null              | null      | null                | YES                | null                                                  |
| notifications                   | meta                          | 14           | jsonb                       | null              | null      | null                | YES                | null                                                  |
| notifications                   | created_at                    | 15           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| print_settings                  | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| print_settings                  | report_type                   | 2            | text                        | null              | null      | null                | NO                 | 'worker_statement'::text                              |
| print_settings                  | name                          | 3            | text                        | null              | null      | null                | NO                 | null                                                  |
| print_settings                  | page_size                     | 4            | text                        | null              | null      | null                | NO                 | 'A4'::text                                            |
| print_settings                  | page_orientation              | 5            | text                        | null              | null      | null                | NO                 | 'portrait'::text                                      |
| print_settings                  | margin_top                    | 6            | numeric                     | null              | 5         | 2                   | NO                 | 15.00                                                 |
| print_settings                  | margin_bottom                 | 7            | numeric                     | null              | 5         | 2                   | NO                 | 15.00                                                 |
| print_settings                  | margin_left                   | 8            | numeric                     | null              | 5         | 2                   | NO                 | 15.00                                                 |
| print_settings                  | margin_right                  | 9            | numeric                     | null              | 5         | 2                   | NO                 | 15.00                                                 |
| print_settings                  | font_family                   | 10           | text                        | null              | null      | null                | NO                 | 'Arial'::text                                         |
| print_settings                  | font_size                     | 11           | integer                     | null              | 32        | 0                   | NO                 | 12                                                    |
| print_settings                  | header_font_size              | 12           | integer                     | null              | 32        | 0                   | NO                 | 16                                                    |
| print_settings                  | table_font_size               | 13           | integer                     | null              | 32        | 0                   | NO                 | 10                                                    |
| print_settings                  | header_background_color       | 14           | text                        | null              | null      | null                | NO                 | '#1e40af'::text                                       |
| print_settings                  | header_text_color             | 15           | text                        | null              | null      | null                | NO                 | '#ffffff'::text                                       |
| print_settings                  | table_header_color            | 16           | text                        | null              | null      | null                | NO                 | '#1e40af'::text                                       |
| print_settings                  | table_row_even_color          | 17           | text                        | null              | null      | null                | NO                 | '#ffffff'::text                                       |
| print_settings                  | table_row_odd_color           | 18           | text                        | null              | null      | null                | NO                 | '#f9fafb'::text                                       |
| print_settings                  | table_border_color            | 19           | text                        | null              | null      | null                | NO                 | '#000000'::text                                       |
| print_settings                  | table_border_width            | 20           | integer                     | null              | 32        | 0                   | NO                 | 1                                                     |
| print_settings                  | table_cell_padding            | 21           | integer                     | null              | 32        | 0                   | NO                 | 3                                                     |
| print_settings                  | table_column_widths           | 22           | text                        | null              | null      | null                | NO                 | '[8,12,10,30,12,15,15,12]'::text                      |
| print_settings                  | show_header                   | 23           | boolean                     | null              | null      | null                | NO                 | true                                                  |
| print_settings                  | show_logo                     | 24           | boolean                     | null              | null      | null                | NO                 | true                                                  |
| print_settings                  | show_project_info             | 25           | boolean                     | null              | null      | null                | NO                 | true                                                  |
| print_settings                  | show_worker_info              | 26           | boolean                     | null              | null      | null                | NO                 | true                                                  |
| print_settings                  | show_attendance_table         | 27           | boolean                     | null              | null      | null                | NO                 | true                                                  |
| print_settings                  | show_transfers_table          | 28           | boolean                     | null              | null      | null                | NO                 | true                                                  |
| print_settings                  | show_summary                  | 29           | boolean                     | null              | null      | null                | NO                 | true                                                  |
| print_settings                  | show_signatures               | 30           | boolean                     | null              | null      | null                | NO                 | true                                                  |
| print_settings                  | is_default                    | 31           | boolean                     | null              | null      | null                | NO                 | false                                                 |
| print_settings                  | is_active                     | 32           | boolean                     | null              | null      | null                | NO                 | true                                                  |
| print_settings                  | user_id                       | 33           | text                        | null              | null      | null                | YES                | null                                                  |
| print_settings                  | created_at                    | 34           | timestamp without time zone | null              | null      | null                | YES                | now()                                                 |
| print_settings                  | updated_at                    | 35           | timestamp without time zone | null              | null      | null                | YES                | now()                                                 |
| print_settings                  | title_font_size               | 36           | integer                     | null              | 32        | 0                   | YES                | 18                                                    |
| print_settings                  | subtitle_font_size            | 37           | integer                     | null              | 32        | 0                   | YES                | 14                                                    |
| print_settings                  | line_height                   | 38           | numeric                     | null              | 3         | 2                   | YES                | 1.40                                                  |
| print_settings                  | table_header_text_color       | 39           | text                        | null              | null      | null                | YES                | '#ffffff'::text                                       |
| print_settings                  | primary_text_color            | 40           | text                        | null              | null      | null                | YES                | '#000000'::text                                       |
| print_settings                  | secondary_text_color          | 41           | text                        | null              | null      | null                | YES                | '#666666'::text                                       |
| print_settings                  | background_color              | 42           | text                        | null              | null      | null                | YES                | '#ffffff'::text                                       |
| print_settings                  | section_spacing               | 43           | integer                     | null              | 32        | 0                   | YES                | 20                                                    |
| print_settings                  | element_spacing               | 44           | integer                     | null              | 32        | 0                   | YES                | 10                                                    |
| print_settings                  | project_info_background_color | 45           | text                        | null              | null      | null                | YES                | '#f8f9fa'::text                                       |
| print_settings                  | project_info_border_color     | 46           | text                        | null              | null      | null                | YES                | '#e9ecef'::text                                       |
| print_settings                  | worker_info_background_color  | 47           | text                        | null              | null      | null                | YES                | '#f0f9ff'::text                                       |
| print_settings                  | worker_info_border_color      | 48           | text                        | null              | null      | null                | YES                | '#0284c7'::text                                       |
| print_settings                  | summary_background_color      | 49           | text                        | null              | null      | null                | YES                | '#f0fdf4'::text                                       |
| print_settings                  | summary_border_color          | 50           | text                        | null              | null      | null                | YES                | '#16a34a'::text                                       |
| print_settings                  | signature_line_color          | 51           | text                        | null              | null      | null                | YES                | '#9ca3af'::text                                       |
| print_settings                  | signature_line_width          | 52           | integer                     | null              | 32        | 0                   | YES                | 2                                                     |
| print_settings                  | show_company_info             | 53           | boolean                     | null              | null      | null                | YES                | true                                                  |
| print_settings                  | show_date                     | 54           | boolean                     | null              | null      | null                | YES                | true                                                  |
| print_settings                  | show_page_numbers             | 55           | boolean                     | null              | null      | null                | YES                | true                                                  |
| project_fund_transfers          | id                            | 1            | uuid                        | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| project_fund_transfers          | from_project_id               | 2            | character varying           | null              | null      | null                | NO                 | null                                                  |
| project_fund_transfers          | to_project_id                 | 3            | character varying           | null              | null      | null                | NO                 | null                                                  |
| project_fund_transfers          | amount                        | 4            | numeric                     | null              | 15        | 2                   | NO                 | null                                                  |
| project_fund_transfers          | description                   | 5            | text                        | null              | null      | null                | YES                | null                                                  |
| project_fund_transfers          | transfer_date                 | 6            | date                        | null              | null      | null                | NO                 | CURRENT_DATE                                          |
| project_fund_transfers          | created_at                    | 7            | timestamp with time zone    | null              | null      | null                | YES                | now()                                                 |
| project_fund_transfers          | updated_at                    | 8            | timestamp with time zone    | null              | null      | null                | YES                | now()                                                 |
| project_fund_transfers          | transfer_reason               | 9            | text                        | null              | null      | null                | YES                | null                                                  |
| project_fund_transfers          | approved_by                   | 10           | text                        | null              | null      | null                | YES                | 'النظام'::text                                        |
| project_fund_transfers          | notes                         | 11           | text                        | null              | null      | null                | YES                | null                                                  |
| project_fund_transfers          | status                        | 12           | text                        | null              | null      | null                | YES                | 'completed'::text                                     |
| projects                        | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| projects                        | name                          | 2            | text                        | null              | null      | null                | NO                 | null                                                  |
| projects                        | status                        | 3            | text                        | null              | null      | null                | NO                 | 'active'::text                                        |
| projects                        | created_at                    | 4            | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| projects                        | image_url                     | 5            | text                        | null              | null      | null                | YES                | null                                                  |
| report_templates                | id                            | 1            | uuid                        | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| report_templates                | name                          | 2            | text                        | null              | null      | null                | NO                 | null                                                  |
| report_templates                | description                   | 3            | text                        | null              | null      | null                | YES                | null                                                  |
| report_templates                | owner_id                      | 4            | uuid                        | null              | null      | null                | YES                | null                                                  |
| report_templates                | scope                         | 5            | jsonb                       | null              | null      | null                | YES                | '{}'::jsonb                                           |
| report_templates                | config                        | 6            | jsonb                       | null              | null      | null                | NO                 | null                                                  |
| report_templates                | is_active                     | 7            | boolean                     | null              | null      | null                | NO                 | true                                                  |
| report_templates                | usage_count                   | 8            | integer                     | null              | 32        | 0                   | NO                 | 0                                                     |
| report_templates                | created_at                    | 9            | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| report_templates                | updated_at                    | 10           | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| security_policies               | id                            | 1            | character varying           | 255               | null      | null                | NO                 | (gen_random_uuid())::text                             |
| security_policies               | policy_id                     | 2            | character varying           | 255               | null      | null                | NO                 | null                                                  |
| security_policies               | title                         | 3            | character varying           | 500               | null      | null                | NO                 | null                                                  |
| security_policies               | description                   | 4            | text                        | null              | null      | null                | YES                | null                                                  |
| security_policies               | category                      | 5            | character varying           | 100               | null      | null                | NO                 | null                                                  |
| security_policies               | severity                      | 6            | character varying           | 50                | null      | null                | NO                 | 'medium'::character varying                           |
| security_policies               | status                        | 7            | character varying           | 50                | null      | null                | NO                 | 'draft'::character varying                            |
| security_policies               | compliance_level              | 8            | character varying           | 100               | null      | null                | YES                | null                                                  |
| security_policies               | requirements                  | 9            | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policies               | implementation                | 10           | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policies               | check_criteria                | 11           | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policies               | check_interval                | 12           | integer                     | null              | 32        | 0                   | YES                | null                                                  |
| security_policies               | next_check                    | 13           | timestamp with time zone    | null              | null      | null                | YES                | null                                                  |
| security_policies               | violations_count              | 14           | integer                     | null              | 32        | 0                   | NO                 | 0                                                     |
| security_policies               | last_violation                | 15           | timestamp with time zone    | null              | null      | null                | YES                | null                                                  |
| security_policies               | created_by                    | 16           | character varying           | 255               | null      | null                | YES                | null                                                  |
| security_policies               | approved_by                   | 17           | character varying           | 255               | null      | null                | YES                | null                                                  |
| security_policies               | approved_at                   | 18           | timestamp with time zone    | null              | null      | null                | YES                | null                                                  |
| security_policies               | created_at                    | 19           | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| security_policies               | updated_at                    | 20           | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| security_policy_implementations | id                            | 1            | character varying           | 255               | null      | null                | NO                 | (gen_random_uuid())::text                             |
| security_policy_implementations | policy_id                     | 2            | character varying           | 255               | null      | null                | NO                 | null                                                  |
| security_policy_implementations | implementation_id             | 3            | character varying           | 255               | null      | null                | NO                 | null                                                  |
| security_policy_implementations | implementation_type           | 4            | character varying           | 100               | null      | null                | NO                 | null                                                  |
| security_policy_implementations | status                        | 5            | character varying           | 50                | null      | null                | NO                 | 'pending'::character varying                          |
| security_policy_implementations | configuration                 | 6            | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policy_implementations | deployment_details            | 7            | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policy_implementations | success_criteria              | 8            | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policy_implementations | rollback_plan                 | 9            | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policy_implementations | implemented_by                | 10           | character varying           | 255               | null      | null                | YES                | null                                                  |
| security_policy_implementations | implementation_date           | 11           | timestamp with time zone    | null              | null      | null                | YES                | null                                                  |
| security_policy_implementations | verification_date             | 12           | timestamp with time zone    | null              | null      | null                | YES                | null                                                  |
| security_policy_implementations | next_review                   | 13           | timestamp with time zone    | null              | null      | null                | YES                | null                                                  |
| security_policy_implementations | created_at                    | 14           | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| security_policy_implementations | updated_at                    | 15           | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| security_policy_suggestions     | id                            | 1            | character varying           | 255               | null      | null                | NO                 | (gen_random_uuid())::text                             |
| security_policy_suggestions     | suggested_policy_id           | 2            | character varying           | 255               | null      | null                | NO                 | null                                                  |
| security_policy_suggestions     | title                         | 3            | character varying           | 500               | null      | null                | NO                 | null                                                  |
| security_policy_suggestions     | description                   | 4            | text                        | null              | null      | null                | YES                | null                                                  |
| security_policy_suggestions     | category                      | 5            | character varying           | 100               | null      | null                | NO                 | null                                                  |
| security_policy_suggestions     | priority                      | 6            | character varying           | 50                | null      | null                | NO                 | 'medium'::character varying                           |
| security_policy_suggestions     | confidence                    | 7            | integer                     | null              | 32        | 0                   | NO                 | 50                                                    |
| security_policy_suggestions     | reasoning                     | 8            | text                        | null              | null      | null                | YES                | null                                                  |
| security_policy_suggestions     | estimated_impact              | 9            | character varying           | 500               | null      | null                | YES                | null                                                  |
| security_policy_suggestions     | implementation_effort         | 10           | character varying           | 100               | null      | null                | YES                | null                                                  |
| security_policy_suggestions     | prerequisites                 | 11           | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policy_suggestions     | source_type                   | 12           | character varying           | 100               | null      | null                | YES                | null                                                  |
| security_policy_suggestions     | source_data                   | 13           | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policy_suggestions     | status                        | 14           | character varying           | 50                | null      | null                | NO                 | 'pending'::character varying                          |
| security_policy_suggestions     | reviewed_by                   | 15           | character varying           | 255               | null      | null                | YES                | null                                                  |
| security_policy_suggestions     | reviewed_at                   | 16           | timestamp with time zone    | null              | null      | null                | YES                | null                                                  |
| security_policy_suggestions     | implemented_as                | 17           | character varying           | 255               | null      | null                | YES                | null                                                  |
| security_policy_suggestions     | implemented_at                | 18           | timestamp with time zone    | null              | null      | null                | YES                | null                                                  |
| security_policy_suggestions     | created_at                    | 19           | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| security_policy_suggestions     | updated_at                    | 20           | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| security_policy_violations      | id                            | 1            | character varying           | 255               | null      | null                | NO                 | (gen_random_uuid())::text                             |
| security_policy_violations      | policy_id                     | 2            | character varying           | 255               | null      | null                | NO                 | null                                                  |
| security_policy_violations      | violation_id                  | 3            | character varying           | 255               | null      | null                | NO                 | null                                                  |
| security_policy_violations      | violated_rule                 | 4            | character varying           | 500               | null      | null                | NO                 | null                                                  |
| security_policy_violations      | severity                      | 5            | character varying           | 50                | null      | null                | NO                 | 'medium'::character varying                           |
| security_policy_violations      | status                        | 6            | character varying           | 50                | null      | null                | NO                 | 'open'::character varying                             |
| security_policy_violations      | violation_details             | 7            | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policy_violations      | affected_resources            | 8            | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policy_violations      | impact_assessment             | 9            | text                        | null              | null      | null                | YES                | null                                                  |
| security_policy_violations      | remediation_steps             | 10           | jsonb                       | null              | null      | null                | YES                | null                                                  |
| security_policy_violations      | detected_at                   | 11           | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| security_policy_violations      | resolved_at                   | 12           | timestamp with time zone    | null              | null      | null                | YES                | null                                                  |
| security_policy_violations      | resolved_by                   | 13           | character varying           | 255               | null      | null                | YES                | null                                                  |
| security_policy_violations      | created_at                    | 14           | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| security_policy_violations      | updated_at                    | 15           | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| supplier_payments               | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| supplier_payments               | supplier_id                   | 2            | character varying           | null              | null      | null                | NO                 | null                                                  |
| supplier_payments               | project_id                    | 3            | character varying           | null              | null      | null                | NO                 | null                                                  |
| supplier_payments               | purchase_id                   | 4            | character varying           | null              | null      | null                | YES                | null                                                  |
| supplier_payments               | amount                        | 5            | numeric                     | null              | 10        | 2                   | NO                 | null                                                  |
| supplier_payments               | payment_method                | 6            | text                        | null              | null      | null                | NO                 | 'نقد'::text                                           |
| supplier_payments               | payment_date                  | 7            | text                        | null              | null      | null                | NO                 | null                                                  |
| supplier_payments               | reference_number              | 8            | text                        | null              | null      | null                | YES                | null                                                  |
| supplier_payments               | notes                         | 9            | text                        | null              | null      | null                | YES                | null                                                  |
| supplier_payments               | created_at                    | 10           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| suppliers                       | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| suppliers                       | name                          | 2            | text                        | null              | null      | null                | NO                 | null                                                  |
| suppliers                       | contact_person                | 3            | text                        | null              | null      | null                | YES                | null                                                  |
| suppliers                       | phone                         | 4            | text                        | null              | null      | null                | YES                | null                                                  |
| suppliers                       | address                       | 5            | text                        | null              | null      | null                | YES                | null                                                  |
| suppliers                       | payment_terms                 | 6            | text                        | null              | null      | null                | YES                | 'نقد'::text                                           |
| suppliers                       | total_debt                    | 7            | numeric                     | null              | 12        | 2                   | NO                 | 0                                                     |
| suppliers                       | is_active                     | 8            | boolean                     | null              | null      | null                | NO                 | true                                                  |
| suppliers                       | notes                         | 9            | text                        | null              | null      | null                | YES                | null                                                  |
| suppliers                       | created_at                    | 10           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| transportation_expenses         | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| transportation_expenses         | project_id                    | 2            | character varying           | null              | null      | null                | NO                 | null                                                  |
| transportation_expenses         | amount                        | 3            | numeric                     | null              | 10        | 2                   | NO                 | null                                                  |
| transportation_expenses         | description                   | 4            | text                        | null              | null      | null                | NO                 | null                                                  |
| transportation_expenses         | date                          | 5            | text                        | null              | null      | null                | NO                 | null                                                  |
| transportation_expenses         | created_at                    | 6            | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| transportation_expenses         | worker_id                     | 7            | character varying           | null              | null      | null                | YES                | null                                                  |
| transportation_expenses         | notes                         | 8            | text                        | null              | null      | null                | YES                | null                                                  |
| users                           | id                            | 1            | uuid                        | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| users                           | email                         | 2            | text                        | null              | null      | null                | NO                 | null                                                  |
| users                           | password                      | 3            | text                        | null              | null      | null                | NO                 | null                                                  |
| users                           | first_name                    | 4            | text                        | null              | null      | null                | YES                | null                                                  |
| users                           | last_name                     | 5            | text                        | null              | null      | null                | YES                | null                                                  |
| users                           | role                          | 6            | text                        | null              | null      | null                | NO                 | 'admin'::text                                         |
| users                           | is_active                     | 7            | boolean                     | null              | null      | null                | NO                 | true                                                  |
| users                           | last_login                    | 8            | timestamp with time zone    | null              | null      | null                | YES                | null                                                  |
| users                           | created_at                    | 9            | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| users                           | updated_at                    | 10           | timestamp with time zone    | null              | null      | null                | NO                 | now()                                                 |
| users                           | phone                         | 11           | text                        | null              | null      | null                | YES                | null                                                  |
| users                           | is_super_admin                | 18           | boolean                     | null              | null      | null                | NO                 | false                                                 |
| users                           | is_verified                   | 19           | boolean                     | null              | null      | null                | NO                 | false                                                 |
| users                           | email_verified_at             | 20           | timestamp without time zone | null              | null      | null                | YES                | null                                                  |
| users                           | phone_verified_at             | 21           | timestamp without time zone | null              | null      | null                | YES                | null                                                  |
| users                           | totp_secret                   | 22           | text                        | null              | null      | null                | YES                | null                                                  |
| users                           | totp_enabled                  | 23           | boolean                     | null              | null      | null                | NO                 | false                                                 |
| users                           | backup_codes                  | 24           | jsonb                       | null              | null      | null                | YES                | null                                                  |
| users                           | login_attempts                | 25           | integer                     | null              | 32        | 0                   | NO                 | 0                                                     |
| users                           | locked_until                  | 26           | timestamp without time zone | null              | null      | null                | YES                | null                                                  |
| users                           | password_changed_at           | 27           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| users                           | avatar_url                    | 28           | text                        | null              | null      | null                | YES                | null                                                  |
| worker_attendance               | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| worker_attendance               | project_id                    | 2            | character varying           | null              | null      | null                | NO                 | null                                                  |
| worker_attendance               | worker_id                     | 3            | character varying           | null              | null      | null                | NO                 | null                                                  |
| worker_attendance               | date                          | 4            | text                        | null              | null      | null                | NO                 | null                                                  |
| worker_attendance               | start_time                    | 5            | text                        | null              | null      | null                | YES                | null                                                  |
| worker_attendance               | end_time                      | 6            | text                        | null              | null      | null                | YES                | null                                                  |
| worker_attendance               | work_description              | 7            | text                        | null              | null      | null                | YES                | null                                                  |
| worker_attendance               | is_present                    | 8            | boolean                     | null              | null      | null                | NO                 | null                                                  |
| worker_attendance               | work_days                     | 9            | numeric                     | null              | 3         | 2                   | NO                 | 1.00                                                  |
| worker_attendance               | daily_wage                    | 10           | numeric                     | null              | 10        | 2                   | NO                 | null                                                  |
| worker_attendance               | actual_wage                   | 11           | numeric                     | null              | 10        | 2                   | NO                 | null                                                  |
| worker_attendance               | paid_amount                   | 12           | numeric                     | null              | 10        | 2                   | NO                 | 0                                                     |
| worker_attendance               | remaining_amount              | 13           | numeric                     | null              | 10        | 2                   | NO                 | 0                                                     |
| worker_attendance               | payment_type                  | 14           | text                        | null              | null      | null                | NO                 | 'partial'::text                                       |
| worker_attendance               | created_at                    | 15           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| worker_balances                 | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| worker_balances                 | worker_id                     | 2            | character varying           | null              | null      | null                | NO                 | null                                                  |
| worker_balances                 | project_id                    | 3            | character varying           | null              | null      | null                | NO                 | null                                                  |
| worker_balances                 | total_earned                  | 4            | numeric                     | null              | 10        | 2                   | NO                 | 0                                                     |
| worker_balances                 | total_paid                    | 5            | numeric                     | null              | 10        | 2                   | NO                 | 0                                                     |
| worker_balances                 | current_balance               | 6            | numeric                     | null              | 10        | 2                   | NO                 | 0                                                     |
| worker_balances                 | last_updated                  | 7            | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
